Date,USD/CNY
2023-08-28,7.1856
2023-08-29,7.1851
2023-08-30,7.1816
2023-08-31,7.1811
2023-09-01,7.1788
2023-09-04,7.1786
2023-09-05,7.1783
2023-09-06,7.1969
2023-09-07,7.1986
2023-09-08,7.215
2023-09-11,7.2148
2023-09-12,7.1986
2023-09-13,7.1894
2023-09-14,7.1874
2023-09-15,7.1786
2023-09-18,7.1736
2023-09-19,7.1733
2023-09-20,7.1732
2023-09-21,7.173
2023-09-22,7.1729
2023-09-25,7.1727
2023-09-26,7.1727
2023-09-27,7.1717
2023-09-28,7.1798
2023-10-09,7.1789
2023-10-10,7.1781
2023-10-11,7.1779
2023-10-12,7.1776
2023-10-13,7.1775
2023-10-16,7.1798
2023-10-17,7.1796
2023-10-18,7.1795
2023-10-19,7.1795
2023-10-20,7.1793
2023-10-23,7.1792
2023-10-24,7.1786
2023-10-25,7.1785
2023-10-26,7.1784
2023-10-27,7.1782
2023-10-30,7.1781
2023-10-31,7.1779
2023-11-01,7.1778
2023-11-02,7.1797
2023-11-03,7.1796
2023-11-06,7.178
2023-11-07,7.1776
2023-11-08,7.1773
2023-11-09,7.1772
2023-11-10,7.1771
2023-11-13,7.1769
2023-11-14,7.1768
2023-11-15,7.1752
2023-11-16,7.1724
2023-11-17,7.1728
2023-11-20,7.1612
2023-11-21,7.1406
2023-11-22,7.1254
2023-11-23,7.1212
2023-11-24,7.1151
2023-11-27,7.1159
2023-11-28,7.1132
2023-11-29,7.1031
